Source,Geography,Race,SES Vulnerability,Cause,Deaths
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Kidney Infections,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,Multiracial,Very High,Stroke,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Legal Intervention,0.0
NCHS,Fulton,Multiracial,Very High,Suffocation,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Leukemia,0.0
OASIS,DeKalb,Multiracial,Average,Asthma,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Liver Cancer,0.0
NCHS,Fulton,Multiracial,Very High,TB,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Lung Cancer,0.0
NCHS,Fulton,Multiracial,Very High,Testicular Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Multiracial,Very High,Throat Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Kidney Diseases,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Breast Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Brain Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Blood Poisoning,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Bronchitis,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,COVID-19,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Cervical Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Bladder Cancer,0.0
NCHS,Fulton,Multiracial,Very High,Oral Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Colon Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Birth-Related Infections,0.0
OASIS,DeKalb,Multiracial,Average,Brain Cancer,0.0
NCHS,Fulton,Multiracial,Very High,Pancreatic Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Hardening of the Arteries,0.0
OASIS,DeKalb,Multiracial,Average,Bladder Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Asthma,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Assault (Homicide),0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Disorders Related to Drug Use,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Drowning,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Emphysema,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Falls,0.0
NCHS,Fulton,Multiracial,Very High,Parkinson's Disease,0.0
NCHS,Fulton,Multiracial,Very High,Pneumonia,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Fire and Smoke Exposure,0.0
NCHS,Fulton,Multiracial,Very High,Prematurity,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Flu,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,HIV/AIDS,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Diabetes,0.0
OASIS,DeKalb,Multiracial,Average,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Suffocation,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,TB,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Testicular Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Throat Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Uterine Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Accidental Shooting,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Alcoholic Liver Disease,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All Other Unintentional Injury,0.0
OASIS,DeKalb,Multiracial,Average,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,Multiracial,Very High,Uterine Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All other Chronic Lower Respiratory Diseases,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,Multiracial,Very Low,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,Multiracial,Very Low,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,Multiracial,Very Low,Alzheimer's Disease,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,Multiracial,Very Low,Aortic Aneurysm and Dissection,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,Multiracial,Average,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Alzheimer's Disease,0.0
NCHS,Fulton,Multiracial,Very Low,Assault (Homicide),0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Multiracial,Average,All other Diseases of the Nervous System,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Meningitis,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,Multiracial,Very Low,Accidental Shooting,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Neural Tube Defects,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Obstructive Heart Disease (incl. Heart Attack),0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Oral Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Ovarian Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,Alcoholic Liver Disease,0.0
NCHS,Fulton,Multiracial,Very Low,All Other Unintentional Injury,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Pancreatic Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Parkinson's Disease,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Pneumonia,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Stroke,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Prematurity,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Prostate Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Respiratory Distress Syndrome,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,Multiracial,Average,Assault (Homicide),0.0
NCHS,Fulton,Multiracial,Very Low,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,Multiracial,Very Low,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Multiracial,Average,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Multiracial,Average,Alzheimer's Disease,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Sickle Cell Anemia,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Skin Cancer,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Stomach Cancer,0.0
OASIS,DeKalb,Multiracial,Average,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,Native Hawaiian or Other Pacific Islander,Very High,Poisoning,0.0
NCHS,Fulton,Unknown Race,High,Sickle Cell Anemia,0.0
NCHS,Fulton,Unknown Race,High,Skin Cancer,0.0
NCHS,Fulton,Unknown Race,High,Stomach Cancer,0.0
NCHS,Fulton,Unknown Race,High,Stroke,0.0
OASIS,DeKalb,Black or African-American,Very High,Hardening of the Arteries,0.0
OASIS,DeKalb,Black or African-American,Very High,Fire and Smoke Exposure,0.0
NCHS,Fulton,Multiracial,Very Low,Lung Cancer,0.0
NCHS,Fulton,Unknown Race,High,Suffocation,0.0
NCHS,Fulton,Unknown Race,High,TB,0.0
NCHS,Fulton,Unknown Race,High,Testicular Cancer,0.0
NCHS,Fulton,Unknown Race,High,Throat Cancer,0.0
NCHS,Fulton,Unknown Race,High,Uterine Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Breast Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Alcoholic Liver Disease,0.0
NCHS,Fulton,Unknown Race,Low,All Other Unintentional Injury,0.0
OASIS,DeKalb,Black or African-American,Very High,Bronchitis,0.0
NCHS,Fulton,Unknown Race,Low,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,Unknown Race,Low,All other Chronic Lower Respiratory Diseases,0.0
NCHS,Fulton,Unknown Race,Low,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,Unknown Race,Low,All other Diseases of the Nervous System,0.0
OASIS,DeKalb,Black or African-American,Very High,Birth-Related Infections,0.0
OASIS,DeKalb,Black or African-American,Very High,Asthma,0.0
NCHS,Fulton,Multiracial,Very Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Unknown Race,Low,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,Unknown Race,Low,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,Unknown Race,Low,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,Unknown Race,Low,Accidental Shooting,0.0
NCHS,Fulton,Unknown Race,High,Kidney Cancer,0.0
NCHS,Fulton,Unknown Race,High,Kidney Diseases,0.0
NCHS,Fulton,Unknown Race,High,Kidney Infections,0.0
NCHS,Fulton,Unknown Race,High,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,Unknown Race,High,Legal Intervention,0.0
OASIS,DeKalb,Black or African-American,Very High,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Unknown Race,High,Leukemia,0.0
NCHS,Fulton,Unknown Race,High,Liver Cancer,0.0
NCHS,Fulton,Unknown Race,High,Lung Cancer,0.0
NCHS,Fulton,Unknown Race,High,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,DeKalb,Black or African-American,Very High,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,High,Meningitis,0.0
NCHS,Fulton,Unknown Race,High,Rheumatic Fever and Heart Diseases,0.0
NCHS,Fulton,Unknown Race,High,Neural Tube Defects,0.0
OASIS,DeKalb,Black or African-American,Very High,Kidney Infections,0.0
NCHS,Fulton,Unknown Race,High,Obstructive Heart Disease (incl. Heart Attack),0.0
NCHS,Fulton,Unknown Race,High,Oral Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,Liver Cancer,0.0
NCHS,Fulton,Unknown Race,High,Ovarian Cancer,0.0
NCHS,Fulton,Unknown Race,High,Pancreatic Cancer,0.0
NCHS,Fulton,Unknown Race,High,Parkinson's Disease,0.0
NCHS,Fulton,Unknown Race,High,Pneumonia,0.0
NCHS,Fulton,Unknown Race,High,Poisoning,0.0
NCHS,Fulton,Unknown Race,High,Prematurity,0.0
NCHS,Fulton,Unknown Race,High,Prostate Cancer,0.0
NCHS,Fulton,Unknown Race,High,Respiratory Distress Syndrome,0.0
NCHS,Fulton,Unknown Race,High,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,Unknown Race,Low,Hardening of the Arteries,0.0
NCHS,Fulton,Unknown Race,Low,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,Unknown Race,Low,Hypertensive Heart Disease,0.0
NCHS,Fulton,Unknown Race,Low,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,Unknown Race,Low,Intentional Self-Harm (Suicide),0.0
NCHS,Fulton,Unknown Race,Low,Kidney Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Kidney Diseases,0.0
NCHS,Fulton,Unknown Race,Low,Kidney Infections,0.0
OASIS,DeKalb,Black or African-American,Low,Oral Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,Oral Cancer,0.0
OASIS,DeKalb,Black or African-American,Low,Neural Tube Defects,0.0
NCHS,Fulton,Unknown Race,Low,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,Unknown Race,Low,Alzheimer's Disease,0.0
OASIS,DeKalb,Black or African-American,Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Unknown Race,Low,Leukemia,0.0
NCHS,Fulton,Unknown Race,Low,Liver Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Lung Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Unknown Race,Low,Meningitis,0.0
NCHS,Fulton,Unknown Race,Low,Motor Vehicle Crashes (MVC),0.0
OASIS,DeKalb,Black or African-American,Low,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,Low,Neural Tube Defects,0.0
OASIS,DeKalb,Black or African-American,Low,Kidney Infections,0.0
NCHS,Fulton,Multiracial,Very Low,Ovarian Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Obstructive Heart Disease (incl. Heart Attack),0.0
NCHS,Fulton,Unknown Race,Low,Oral Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,Low,Aortic Aneurysm and Dissection,0.0
NCHS,Fulton,Unknown Race,Low,Assault (Homicide),0.0
NCHS,Fulton,Unknown Race,Low,Asthma,0.0
NCHS,Fulton,Multiracial,Very Low,Meningitis,0.0
NCHS,Fulton,Multiracial,Very Low,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,Unknown Race,Low,Birth-Related Infections,0.0
NCHS,Fulton,Unknown Race,Low,Bladder Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,Neural Tube Defects,0.0
NCHS,Fulton,Unknown Race,Low,Blood Poisoning,0.0
NCHS,Fulton,Unknown Race,Low,Brain Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Breast Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Bronchitis,0.0
NCHS,Fulton,Unknown Race,Low,HIV/AIDS,0.0
OASIS,DeKalb,Black or African-American,Low,Testicular Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Cervical Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Colon Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Diabetes,0.0
OASIS,DeKalb,Black or African-American,Low,Skin Cancer,0.0
NCHS,Fulton,Unknown Race,Low,Disorders Related to Drug Use,0.0
NCHS,Fulton,Unknown Race,Low,Drowning,0.0
NCHS,Fulton,Unknown Race,Low,Emphysema,0.0
OASIS,DeKalb,Black or African-American,Low,Respiratory Distress Syndrome,0.0
NCHS,Fulton,Unknown Race,Low,Falls,0.0
NCHS,Fulton,Unknown Race,Low,Fire and Smoke Exposure,0.0
OASIS,DeKalb,Black or African-American,Low,Prematurity,0.0
NCHS,Fulton,Unknown Race,Low,Flu,0.0
NCHS,Fulton,Unknown Race,Low,COVID-19,0.0
OASIS,DeKalb,Black or African-American,Very Low,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Black or African-American,Very Low,Kidney Infections,0.0
NCHS,Fulton,Unknown Race,Average,Kidney Infections,0.0
NCHS,Fulton,Unknown Race,Average,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Black or African-American,Very Low,Kidney Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,Average,Leukemia,0.0
NCHS,Fulton,Unknown Race,Average,Liver Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Lung Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Unknown Race,Average,Meningitis,0.0
NCHS,Fulton,Unknown Race,Average,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,Multiracial,Very Low,Leukemia,0.0
NCHS,Fulton,Unknown Race,Average,Neural Tube Defects,0.0
NCHS,Fulton,Unknown Race,Average,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,DeKalb,Black or African-American,Very Low,Falls,0.0
NCHS,Fulton,Unknown Race,Average,Oral Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Ovarian Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Pancreatic Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Parkinson's Disease,0.0
NCHS,Fulton,Unknown Race,Average,Pneumonia,0.0
NCHS,Fulton,Unknown Race,Average,Poisoning,0.0
NCHS,Fulton,Unknown Race,Average,Prematurity,0.0
OASIS,DeKalb,Black or African-American,Very Low,Cervical Cancer,0.0
OASIS,DeKalb,Black or African-American,Very Low,Bronchitis,0.0
NCHS,Fulton,Unknown Race,Average,Prostate Cancer,0.0
OASIS,DeKalb,Black or African-American,Very Low,Flu,0.0
NCHS,Fulton,Unknown Race,Average,Bronchitis,0.0
NCHS,Fulton,Unknown Race,Average,COVID-19,0.0
NCHS,Fulton,Unknown Race,Average,Cervical Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Colon Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Diabetes,0.0
NCHS,Fulton,Multiracial,Very Low,Kidney Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Disorders Related to Drug Use,0.0
NCHS,Fulton,Unknown Race,Average,Drowning,0.0
NCHS,Fulton,Unknown Race,Average,Emphysema,0.0
NCHS,Fulton,Unknown Race,Average,Falls,0.0
NCHS,Fulton,Unknown Race,Average,Fire and Smoke Exposure,0.0
NCHS,Fulton,Multiracial,Very Low,Kidney Diseases,0.0
OASIS,DeKalb,Black or African-American,Very Low,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,Average,HIV/AIDS,0.0
NCHS,Fulton,Unknown Race,Average,Hardening of the Arteries,0.0
NCHS,Fulton,Unknown Race,Average,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,Unknown Race,Average,Hypertensive Heart Disease,0.0
NCHS,Fulton,Unknown Race,Average,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,Unknown Race,Average,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,Black or African-American,Very Low,Oral Cancer,0.0
OASIS,DeKalb,Black or African-American,Very Low,Neural Tube Defects,0.0
OASIS,DeKalb,Black or African-American,Very Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,Multiracial,Very Low,Kidney Infections,0.0
NCHS,Fulton,Unknown Race,Average,Kidney Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Kidney Diseases,0.0
OASIS,DeKalb,Black or African-American,Very Low,Leukemia,0.0
NCHS,Fulton,Unknown Race,Average,Flu,0.0
NCHS,Fulton,Unknown Race,High,Bladder Cancer,0.0
OASIS,DeKalb,Black or African-American,Very High,Testicular Cancer,0.0
NCHS,Fulton,Multiracial,Very Low,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,Unknown Race,High,Blood Poisoning,0.0
NCHS,Fulton,Unknown Race,High,Brain Cancer,0.0
OASIS,DeKalb,Black or African-American,Very High,Skin Cancer,0.0
NCHS,Fulton,Unknown Race,High,Breast Cancer,0.0
OASIS,DeKalb,Black or African-American,Very High,Rheumatic Fever and Heart Diseases,0.0
NCHS,Fulton,Unknown Race,High,Bronchitis,0.0
NCHS,Fulton,Unknown Race,High,COVID-19,0.0
NCHS,Fulton,Unknown Race,High,Cervical Cancer,0.0
NCHS,Fulton,Unknown Race,High,Colon Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Respiratory Distress Syndrome,0.0
NCHS,Fulton,Unknown Race,High,Disorders Related to Drug Use,0.0
NCHS,Fulton,Unknown Race,High,Drowning,0.0
OASIS,DeKalb,Asian,Low,Uterine Cancer,0.0
NCHS,Fulton,Unknown Race,High,Falls,0.0
NCHS,Fulton,Unknown Race,High,Fire and Smoke Exposure,0.0
NCHS,Fulton,Unknown Race,High,Flu,0.0
NCHS,Fulton,Unknown Race,High,HIV/AIDS,0.0
NCHS,Fulton,Unknown Race,High,Hardening of the Arteries,0.0
NCHS,Fulton,Multiracial,Very Low,Legal Intervention,0.0
NCHS,Fulton,Unknown Race,High,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,Unknown Race,High,Hypertensive Heart Disease,0.0
NCHS,Fulton,Unknown Race,High,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,Unknown Race,High,Intentional Self-Harm (Suicide),0.0
NCHS,Fulton,Unknown Race,High,Diabetes,0.0
NCHS,Fulton,Unknown Race,Average,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,Black or African-American,Very Low,Bladder Cancer,0.0
OASIS,DeKalb,Black or African-American,Very Low,Birth-Related Infections,0.0
NCHS,Fulton,Unknown Race,Average,Sickle Cell Anemia,0.0
NCHS,Fulton,Unknown Race,Average,Skin Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Stomach Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Stroke,0.0
NCHS,Fulton,Unknown Race,Average,Suffocation,0.0
NCHS,Fulton,Unknown Race,Average,TB,0.0
NCHS,Fulton,Unknown Race,Average,Testicular Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Throat Cancer,0.0
NCHS,Fulton,Unknown Race,Average,Uterine Cancer,0.0
NCHS,Fulton,Unknown Race,High,Accidental Shooting,0.0
NCHS,Fulton,Unknown Race,High,Birth-Related Infections,0.0
NCHS,Fulton,Unknown Race,High,All Other Unintentional Injury,0.0
NCHS,Fulton,Unknown Race,High,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,Unknown Race,High,All other Chronic Lower Respiratory Diseases,0.0
NCHS,Fulton,Unknown Race,High,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,Unknown Race,High,All other Diseases of the Nervous System,0.0
NCHS,Fulton,Unknown Race,High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,Unknown Race,High,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,Unknown Race,High,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,Unknown Race,High,Alzheimer's Disease,0.0
NCHS,Fulton,Unknown Race,High,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Black or African-American,Very Low,Accidental Shooting,0.0
NCHS,Fulton,Unknown Race,High,Assault (Homicide),0.0
NCHS,Fulton,Unknown Race,High,Asthma,0.0
NCHS,Fulton,Unknown Race,High,Alcoholic Liver Disease,0.0
NCHS,Fulton,White,High,Fire and Smoke Exposure,0.0
NCHS,Fulton,White,High,Hardening of the Arteries,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,Alzheimer's Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,White,High,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,American Indian or Alaska Native,High,All other Diseases of the Nervous System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,American Indian or Alaska Native,High,All other Chronic Lower Respiratory Diseases,0.0
