Source,Geography,Race,Education,Cause,Deaths
NCHS,Fulton,Black or African-American,Less than High School Education,Hypertensive Heart Disease,28.0
NCHS,Fulton,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),27.0
Georgia,DeKalb,Black or African-American,High School Diploma or GED (12),Septicemia,27.0
NCHS,Fulton,Black or African-American,Some College or Higher,Assault (Homicide),27.0
Georgia,Fulton,Black or African-American,High School Diploma or GED (12),Malignant Neoplasm of Pancreas,27.0
Georgia,DeKalb,White,Some College or Higher,Parkinsons Disease,27.0
OASIS,Fulton,Black or African-American,High School Diploma or GED (12),Pancreatic Cancer,27.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),Blood Poisoning,27.0
Georgia,Fulton,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),27.0
Georgia,Fulton,Black or African-American,Some College or Higher,"Malignant Neoplasm of the Cervix Uteri, Uterus, and Ovary",27.0
NCHS,DeKalb,White,Some College or Higher,Parkinson's Disease,27.0
NCHS,Fulton,Black or African-American,High School Diploma or GED (12),Pancreatic Cancer,27.0
OASIS,DeKalb,White,Some College or Higher,Parkinson's Disease,27.0
Georgia,Fulton,Black or African-American,Some College or Higher,Assault (Homicide),27.0
OASIS,Fulton,Black or African-American,Some College or Higher,Assault (Homicide),27.0
OASIS,Fulton,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),27.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,26.0
OASIS,DeKalb,Black or African-American,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,26.0
Georgia,Fulton,White,Some College or Higher,"Malignant Neoplasm of Prostate, and Testis",26.0
OASIS,Fulton,Black or African-American,Some College or Higher,Pancreatic Cancer,26.0
NCHS,Fulton,Black or African-American,Some College or Higher,Pancreatic Cancer,26.0
Georgia,Fulton,Black or African-American,Some College or Higher,Malignant Neoplasm of Pancreas,26.0
OASIS,Fulton,White,Some College or Higher,Brain Cancer,26.0
NCHS,Fulton,White,Some College or Higher,Prostate Cancer,26.0
Georgia,Fulton,White,Some College or Higher,"Malignant Neoplasms of Lip, Oral Cavity, Pharynx, and Esophagus",26.0
Georgia,Fulton,White,Some College or Higher,"Malignant Neoplasms of Meninges, Brain and Other Parts of Central Nervous System",26.0
NCHS,Fulton,White,Some College or Higher,Brain Cancer,26.0
OASIS,Fulton,White,Some College or Higher,Prostate Cancer,26.0
Georgia,Fulton,White,Some College or Higher,Septicemia,26.0
NCHS,Fulton,White,Some College or Higher,Blood Poisoning,26.0
Georgia,DeKalb,Black or African-American,High School Diploma or GED (12),"Malignant Neoplasm of Prostate, and Testis",25.0
OASIS,DeKalb,Black or African-American,High School Diploma or GED (12),Prostate Cancer,25.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),Prostate Cancer,25.0
NCHS,Fulton,White,High School Diploma or GED (12),"All other Endocrine, Nutritional and Metabolic Diseases",25.0
Georgia,Fulton,White,High School Diploma or GED (12),"All Other Endocrine, Nutritional and Metabolic Diseases",25.0
OASIS,Fulton,White,High School Diploma or GED (12),"All other Endocrine, Nutritional and Metabolic Diseases",25.0
NCHS,DeKalb,Black or African-American,Some College or Higher,Poisoning,25.0
NCHS,Fulton,Black or African-American,Less than High School Education,Diabetes,25.0
OASIS,Fulton,Black or African-American,Less than High School Education,Diabetes,25.0
Georgia,Fulton,Black or African-American,Some College or Higher,Septicemia,25.0
Georgia,DeKalb,Black or African-American,Some College or Higher,Accidental Poisoning and Exposure to Noxious Substances,25.0
NCHS,Fulton,Black or African-American,Some College or Higher,Blood Poisoning,25.0
OASIS,DeKalb,Black or African-American,Some College or Higher,Poisoning,25.0
Georgia,Fulton,Black or African-American,Less than High School Education,Diabetes Mellitus,25.0
Georgia,DeKalb,White,High School Diploma or GED (12),"Essential (Primary) Hypertension and Hypertensive Renal, and Heart Disease",24.0
Georgia,DeKalb,Black or African-American,Some College or Higher,Malignant Neoplasm of Pancreas,24.0
OASIS,DeKalb,White,Some College or Higher,Prostate Cancer,24.0
NCHS,DeKalb,White,High School Diploma or GED (12),Obstructive Heart Disease (incl. Heart Attack),24.0
OASIS,DeKalb,White,High School Diploma or GED (12),Obstructive Heart Disease (incl. Heart Attack),24.0
Georgia,DeKalb,White,Some College or Higher,"Malignant Neoplasm of Prostate, and Testis",24.0
NCHS,DeKalb,Black or African-American,Some College or Higher,Pancreatic Cancer,24.0
Georgia,DeKalb,White,Some College or Higher,"Malignant Neoplasms of Colon, Rectum and Anus",24.0
Georgia,DeKalb,White,High School Diploma or GED (12),Ischemic Heart and Vascular Disease,24.0
NCHS,DeKalb,White,Some College or Higher,Prostate Cancer,24.0
OASIS,DeKalb,White,Some College or Higher,Colon Cancer,24.0
NCHS,DeKalb,White,Some College or Higher,Colon Cancer,24.0
NCHS,DeKalb,Black or African-American,Some College or Higher,High Blood Pressure (Hypertension),24.0
OASIS,DeKalb,Black or African-American,Some College or Higher,Pancreatic Cancer,24.0
OASIS,DeKalb,Black or African-American,Some College or Higher,High Blood Pressure (Hypertension),24.0
Georgia,DeKalb,Black or African-American,Less than High School Education,Accidental Poisoning and Exposure to Noxious Substances,23.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),Colon Cancer,23.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),High Blood Pressure (Hypertension),23.0
OASIS,DeKalb,Black or African-American,High School Diploma or GED (12),High Blood Pressure (Hypertension),23.0
Georgia,DeKalb,Black or African-American,High School Diploma or GED (12),"Malignant Neoplasms of Colon, Rectum and Anus",23.0
Georgia,Fulton,White,Some College or Higher,"Malignant Neoplasm of the Cervix Uteri, Uterus, and Ovary",23.0
NCHS,DeKalb,Black or African-American,Less than High School Education,Poisoning,23.0
NCHS,DeKalb,Black or African-American,Some College or Higher,Assault (Homicide),23.0
Georgia,DeKalb,White,Some College or Higher,Septicemia,23.0
OASIS,DeKalb,Black or African-American,Some College or Higher,Assault (Homicide),23.0
Georgia,Fulton,Black or African-American,High School Diploma or GED (12),"Malignant Neoplasm of Prostate, and Testis",23.0
Georgia,DeKalb,Black or African-American,Some College or Higher,Assault (Homicide),23.0
OASIS,Fulton,Black or African-American,High School Diploma or GED (12),Prostate Cancer,23.0
OASIS,DeKalb,Black or African-American,Less than High School Education,Poisoning,23.0
NCHS,DeKalb,White,Some College or Higher,Blood Poisoning,23.0
NCHS,Fulton,Black or African-American,High School Diploma or GED (12),Prostate Cancer,23.0
OASIS,DeKalb,Black or African-American,High School Diploma or GED (12),Colon Cancer,23.0
Georgia,DeKalb,Black or African-American,Less than High School Education,Certain Conditions Originating in the Perinatal Period,22.0
OASIS,DeKalb,White,Some College or Higher,Intentional Self-Harm (Suicide),22.0
Georgia,Fulton,Black or African-American,Some College or Higher,All Other Mental and Behavioral Disorders,22.0
OASIS,Fulton,Black or African-American,Some College or Higher,All other Mental and Behavioral Disorders,22.0
Georgia,DeKalb,White,Some College or Higher,Intentional Self-Harm (Suicide),22.0
Georgia,Fulton,Black or African-American,Less than High School Education,Certain Conditions Originating in the Perinatal Period,22.0
NCHS,Fulton,Black or African-American,Some College or Higher,All other Mental and Behavioral Disorders,22.0
OASIS,DeKalb,Black or African-American,High School Diploma or GED (12),Breast Cancer,22.0
NCHS,DeKalb,White,Some College or Higher,Intentional Self-Harm (Suicide),22.0
Georgia,DeKalb,Black or African-American,High School Diploma or GED (12),Malignant Neoplasm of the Breast,22.0
Georgia,DeKalb,White,High School Diploma or GED (12),All COPD Except Asthma,22.0
NCHS,DeKalb,Black or African-American,High School Diploma or GED (12),Breast Cancer,22.0
OASIS,Fulton,White,High School Diploma or GED (12),Lung Cancer,21.0
OASIS,DeKalb,White,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,21.0
NCHS,DeKalb,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),21.0
OASIS,Fulton,White,Some College or Higher,Diabetes,21.0
OASIS,DeKalb,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),21.0
OASIS,Fulton,Black or African-American,Less than High School Education,All other Diseases of the Nervous System,21.0
OASIS,Fulton,Black or African-American,Less than High School Education,"All other Endocrine, Nutritional and Metabolic Diseases",21.0
Georgia,Fulton,White,High School Diploma or GED (12),"Malignant Neoplasms of the Trachea, Bronchus and Lung",21.0
OASIS,Fulton,Black or African-American,Less than High School Education,Alzheimer's Disease,21.0
NCHS,DeKalb,White,High School Diploma or GED (12),All other Chronic Lower Respiratory Diseases,21.0
Georgia,Fulton,Black or African-American,Less than High School Education,All Other Diseases of the Nervous System,21.0
Georgia,Fulton,Black or African-American,Less than High School Education,"All Other Endocrine, Nutritional and Metabolic Diseases",21.0
NCHS,DeKalb,White,High School Diploma or GED (12),Hypertensive Heart Disease,21.0
OASIS,Fulton,Black or African-American,Less than High School Education,Lung Cancer,21.0
Georgia,Fulton,Black or African-American,Less than High School Education,Alzheimers Disease,21.0
Georgia,DeKalb,Black or African-American,Some College or Higher,Intentional Self-Harm (Suicide),21.0
NCHS,Fulton,Black or African-American,Less than High School Education,Alzheimer's Disease,21.0
NCHS,Fulton,Black or African-American,Less than High School Education,"All other Endocrine, Nutritional and Metabolic Diseases",21.0
Georgia,Fulton,Black or African-American,Less than High School Education,"Malignant Neoplasms of the Trachea, Bronchus and Lung",21.0
NCHS,Fulton,White,Some College or Higher,Diabetes,21.0
OASIS,Fulton,White,Some College or Higher,High Blood Pressure (Hypertension),21.0
NCHS,Fulton,Black or African-American,Less than High School Education,All other Diseases of the Nervous System,21.0
Georgia,Fulton,White,Some College or Higher,Diabetes Mellitus,21.0
NCHS,Fulton,White,High School Diploma or GED (12),Lung Cancer,21.0
OASIS,DeKalb,White,High School Diploma or GED (12),Hypertensive Heart Disease,21.0
NCHS,Fulton,Black or African-American,Less than High School Education,Lung Cancer,21.0
NCHS,Fulton,White,Some College or Higher,High Blood Pressure (Hypertension),21.0
NCHS,Fulton,White,Some College or Higher,Pneumonia,20.0
NCHS,DeKalb,White,High School Diploma or GED (12),Poisoning,20.0
OASIS,DeKalb,White,High School Diploma or GED (12),Poisoning,20.0
Georgia,Fulton,Black or African-American,High School Diploma or GED (12),Malignant Neoplasm of the Breast,20.0
NCHS,Fulton,Black or African-American,Less than High School Education,Kidney Diseases,20.0
Georgia,Fulton,Black or African-American,Some College or Higher,Motor Vehicle Crashes,20.0
OASIS,Fulton,Black or African-American,High School Diploma or GED (12),Breast Cancer,20.0
NCHS,Fulton,Black or African-American,Some College or Higher,Motor Vehicle Crashes (MVC),20.0
Georgia,Fulton,Black or African-American,Some College or Higher,All COPD Except Asthma,20.0
OASIS,Fulton,White,Some College or Higher,Pneumonia,20.0
NCHS,Fulton,White,High School Diploma or GED (12),Hypertensive Heart Disease,20.0
Georgia,Fulton,White,Some College or Higher,Pneumonia,20.0
Georgia,DeKalb,White,High School Diploma or GED (12),Accidental Poisoning and Exposure to Noxious Substances,20.0
NCHS,Fulton,Black or African-American,High School Diploma or GED (12),Breast Cancer,20.0
Georgia,Fulton,Black or African-American,Less than High School Education,"Nephritis, Nephrotic Syndrome and Nephrosis",20.0
OASIS,Fulton,Black or African-American,Less than High School Education,Kidney Diseases,20.0
OASIS,Fulton,Black or African-American,Some College or Higher,Motor Vehicle Crashes (MVC),20.0
OASIS,Fulton,White,High School Diploma or GED (12),Hypertensive Heart Disease,20.0
NCHS,Fulton,White,High School Diploma or GED (12),Poisoning,19.0
Georgia,DeKalb,White,Some College or Higher,Diabetes Mellitus,19.0
NCHS,DeKalb,White,High School Diploma or GED (12),Lung Cancer,19.0
Georgia,Fulton,White,High School Diploma or GED (12),Accidental Poisoning and Exposure to Noxious Substances,19.0
OASIS,DeKalb,Black or African-American,Less than High School Education,Motor Vehicle Crashes (MVC),19.0
NCHS,DeKalb,White,Some College or Higher,Diabetes,19.0
Georgia,DeKalb,Black or African-American,Less than High School Education,All COPD Except Asthma,19.0
OASIS,DeKalb,White,Some College or Higher,Diabetes,19.0
OASIS,DeKalb,White,High School Diploma or GED (12),Lung Cancer,19.0
OASIS,Fulton,White,High School Diploma or GED (12),Poisoning,19.0
Georgia,Fulton,Black or African-American,Less than High School Education,All COPD Except Asthma,19.0
NCHS,Fulton,Black or African-American,Less than High School Education,All other Chronic Lower Respiratory Diseases,19.0
Georgia,DeKalb,Black or African-American,Less than High School Education,Motor Vehicle Crashes,19.0
NCHS,DeKalb,Black or African-American,Less than High School Education,Motor Vehicle Crashes (MVC),19.0
Georgia,DeKalb,White,High School Diploma or GED (12),"Malignant Neoplasms of the Trachea, Bronchus and Lung",19.0
OASIS,Fulton,Black or African-American,Less than High School Education,All other Chronic Lower Respiratory Diseases,19.0
OASIS,DeKalb,Black or African-American,Less than High School Education,Kidney Diseases,18.0
NCHS,DeKalb,Black or African-American,Less than High School Education,All other Chronic Lower Respiratory Diseases,18.0
Georgia,DeKalb,White,Some College or Higher,Malignant Neoplasm of Pancreas,18.0
OASIS,DeKalb,Black or African-American,Less than High School Education,All other Chronic Lower Respiratory Diseases,18.0
OASIS,DeKalb,Black or African-American,Some College or Higher,Uterine Cancer,18.0
OASIS,Fulton,Black or African-American,High School Diploma or GED (12),Liver Cancer,18.0
NCHS,Fulton,Black or African-American,High School Diploma or GED (12),HIV/AIDS,18.0
NCHS,Fulton,Black or African-American,High School Diploma or GED (12),Liver Cancer,18.0
